county,precinct,office,district,candidate,election_day,mail,provisional,votes
Warren,PINE GROVE TWP,U.S. Senate,,LEILA HAZOU,6,4,0,10
Warren,PINE GROVE TWP,U.S. Senate,,MARTY SELKER,4,4,0,8
Warren,PINE GROVE TWP,U.S. Senate,,Write-ins,0,0,0,0
Warren,PINE GROVE TWP,Attorney General,,EUGENE DEPASQUALE,247,187,2,436
Warren,PINE GROVE TWP,Attorney General,,DAVE SUNDAY,919,217,3,1139
Warren,PINE GROVE TWP,Attorney General,,ROBERT COWBURN,23,7,0,30
Warren,PINE GROVE TWP,Attorney General,,RICHARD L WEISS,12,5,0,17
Warren,PINE GROVE TWP,Attorney General,,JUSTIN L MAGILL,12,3,0,15
Warren,PINE GROVE TWP,Attorney General,,ERIC L SETTLE,1,0,0,1
Warren,PINE GROVE TWP,Attorney General,,Write-ins,0,0,0,0
Warren,PINE GROVE TWP,Auditor General,,MALCOLM KENYATTA,257,188,1,446
Warren,PINE GROVE TWP,Auditor General,,TIM DEFOOR,887,214,3,1104
Warren,PINE GROVE TWP,Auditor General,,REECE SMITH,24,10,0,34
Warren,PINE GROVE TWP,Auditor General,,ERIC K ANTON,5,0,0,5
Warren,PINE GROVE TWP,Auditor General,,BOB GOODRICH,27,4,0,31
Warren,PINE GROVE TWP,Auditor General,,Write-ins,1,0,0,1
Warren,PINE GROVE TWP,State Treasurer,,ERIN MCCLELLAND,257,188,2,447
Warren,PINE GROVE TWP,State Treasurer,,STACY GARRITY,902,216,3,1121
Warren,PINE GROVE TWP,State Treasurer,,NICKOLAS CIESIELSKI,25,9,0,34
Warren,PINE GROVE TWP,State Treasurer,,TROY BOWMAN,15,2,0,17
Warren,PINE GROVE TWP,State Treasurer,,CHRIS FOSTER,4,0,0,4
Warren,PINE GROVE TWP,State Treasurer,,Write-ins,0,0,0,0
Warren,PINE GROVE TWP,U.S. House,15,ZACH WOMER,262,187,1,450
Warren,PINE GROVE TWP,U.S. House,15,GLENN GT THOMPSON,940,228,3,1171
Warren,PINE GROVE TWP,U.S. House,15,Write-ins,2,1,0,3
Warren,PINE GROVE TWP,State Senate,21,SCOTT E HUTCHINSON,962,295,3,1260
Warren,PINE GROVE TWP,State Senate,21,Write-ins,18,22,2,42
Warren,PINE GROVE TWP,General Assembly,65,ERIN WILLMAN,292,182,2,476
Warren,PINE GROVE TWP,General Assembly,65,KATHY L RAPP,912,233,2,1147
Warren,PINE GROVE TWP,General Assembly,65,Write-ins,1,2,0,3
Warren,PITTSFIELD TWP,President,,Kamala D. Harris,114,48,0,162
Warren,PITTSFIELD TWP,President,,Donald J. Trump,470,52,0,522
Warren,PITTSFIELD TWP,President,,Chase Oliver,2,1,0,3
Warren,PITTSFIELD TWP,President,,Jill Stein,1,1,0,2
Warren,PITTSFIELD TWP,President,,Write-ins,1,1,0,2
Warren,PITTSFIELD TWP,U.S. Senate,,ROBERT P CASEY JR,119,46,0,165
Warren,PITTSFIELD TWP,U.S. Senate,,DAVE MCCORMICK,450,51,0,501
Warren,PITTSFIELD TWP,U.S. Senate,,JOHN C THOMAS,11,6,0,17
Warren,PITTSFIELD TWP,U.S. Senate,,LEILA HAZOU,1,0,0,1
Warren,PITTSFIELD TWP,U.S. Senate,,MARTY SELKER,5,1,0,6
Warren,PITTSFIELD TWP,U.S. Senate,,Write-ins,0,0,0,0
Warren,PITTSFIELD TWP,Attorney General,,EUGENE DEPASQUALE,103,43,0,146
Warren,PITTSFIELD TWP,Attorney General,,DAVE SUNDAY,451,52,0,503
Warren,PITTSFIELD TWP,Attorney General,,ROBERT COWBURN,9,4,0,13
Warren,PITTSFIELD TWP,Attorney General,,RICHARD L WEISS,8,1,0,9
Warren,PITTSFIELD TWP,Attorney General,,JUSTIN L MAGILL,3,0,0,3
Warren,PITTSFIELD TWP,Attorney General,,ERIC L SETTLE,3,2,0,5
Warren,PITTSFIELD TWP,Attorney General,,Write-ins,0,1,0,1
Warren,PITTSFIELD TWP,Auditor General,,MALCOLM KENYATTA,101,46,0,147
Warren,PITTSFIELD TWP,Auditor General,,TIM DEFOOR,449,50,0,499
Warren,PITTSFIELD TWP,Auditor General,,REECE SMITH,12,2,0,14
Warren,PITTSFIELD TWP,Auditor General,,ERIC K ANTON,4,1,0,5
Warren,PITTSFIELD TWP,Auditor General,,BOB GOODRICH,8,2,0,10
Warren,PITTSFIELD TWP,Auditor General,,Write-ins,1,0,0,1
Warren,PITTSFIELD TWP,State Treasurer,,ERIN MCCLELLAND,108,46,0,154
Warren,PITTSFIELD TWP,State Treasurer,,STACY GARRITY,452,54,0,506
Warren,PITTSFIELD TWP,State Treasurer,,NICKOLAS CIESIELSKI,5,1,0,6
Warren,PITTSFIELD TWP,State Treasurer,,TROY BOWMAN,5,0,0,5
Warren,PITTSFIELD TWP,State Treasurer,,CHRIS FOSTER,0,0,0,0
Warren,PITTSFIELD TWP,State Treasurer,,Write-ins,0,0,0,0
Warren,PITTSFIELD TWP,U.S. House,15,ZACH WOMER,105,45,0,150
Warren,PITTSFIELD TWP,U.S. House,15,GLENN GT THOMPSON,467,57,0,524
Warren,PITTSFIELD TWP,U.S. House,15,Write-ins,2,0,0,2
Warren,PITTSFIELD TWP,State Senate,21,SCOTT E HUTCHINSON,468,73,0,541
Warren,PITTSFIELD TWP,State Senate,21,Write-ins,7,3,0,10
Warren,PITTSFIELD TWP,General Assembly,65,ERIN WILLMAN,118,50,0,168
Warren,PITTSFIELD TWP,General Assembly,65,KATHY L RAPP,464,53,0,517
Warren,PITTSFIELD TWP,General Assembly,65,Write-ins,1,0,0,1
Warren,PLEASANT TWP,President,,Kamala D. Harris,247,192,1,440
Warren,PLEASANT TWP,President,,Donald J. Trump,676,186,1,863
Warren,PLEASANT TWP,President,,Chase Oliver,1,1,0,2
Warren,PLEASANT TWP,President,,Jill Stein,2,2,0,4
Warren,PLEASANT TWP,President,,Write-ins,3,2,0,5
Warren,PLEASANT TWP,U.S. Senate,,ROBERT P CASEY JR,266,198,1,465
Warren,PLEASANT TWP,U.S. Senate,,DAVE MCCORMICK,641,178,1,820
Warren,PLEASANT TWP,U.S. Senate,,JOHN C THOMAS,14,2,0,16
Warren,PLEASANT TWP,U.S. Senate,,LEILA HAZOU,6,2,0,8
Warren,PLEASANT TWP,U.S. Senate,,MARTY SELKER,5,2,0,7
Warren,PLEASANT TWP,U.S. Senate,,Write-ins,0,0,0,0
Warren,PLEASANT TWP,Attorney General,,EUGENE DEPASQUALE,221,177,1,399
Warren,PLEASANT TWP,Attorney General,,DAVE SUNDAY,679,189,2,870
Warren,PLEASANT TWP,Attorney General,,ROBERT COWBURN,11,3,0,14
Warren,PLEASANT TWP,Attorney General,,RICHARD L WEISS,7,4,0,11
Warren,PLEASANT TWP,Attorney General,,JUSTIN L MAGILL,5,4,0,9
Warren,PLEASANT TWP,Attorney General,,ERIC L SETTLE,1,2,0,3
Warren,PLEASANT TWP,Attorney General,,Write-ins,0,0,0,0
Warren,PLEASANT TWP,Auditor General,,MALCOLM KENYATTA,222,175,1,398
Warren,PLEASANT TWP,Auditor General,,TIM DEFOOR,664,183,0,847
Warren,PLEASANT TWP,Auditor General,,REECE SMITH,25,2,0,27
Warren,PLEASANT TWP,Auditor General,,ERIC K ANTON,1,5,0,6
Warren,PLEASANT TWP,Auditor General,,BOB GOODRICH,11,2,0,13
Warren,PLEASANT TWP,Auditor General,,Write-ins,0,0,0,0
Warren,PLEASANT TWP,State Treasurer,,ERIN MCCLELLAND,224,180,0,404
Warren,PLEASANT TWP,State Treasurer,,STACY GARRITY,675,185,2,862
Warren,PLEASANT TWP,State Treasurer,,NICKOLAS CIESIELSKI,12,3,0,15
Warren,PLEASANT TWP,State Treasurer,,TROY BOWMAN,10,5,0,15
Warren,PLEASANT TWP,State Treasurer,,CHRIS FOSTER,3,3,0,6
Warren,PLEASANT TWP,State Treasurer,,Write-ins,0,0,0,0
Warren,PLEASANT TWP,U.S. House,15,ZACH WOMER,218,160,1,379
Warren,PLEASANT TWP,U.S. House,15,GLENN GT THOMPSON,701,203,1,905
Warren,PLEASANT TWP,U.S. House,15,Write-ins,2,1,0,3
Warren,PLEASANT TWP,State Senate,21,SCOTT E HUTCHINSON,713,250,2,965
Warren,PLEASANT TWP,State Senate,21,Write-ins,26,18,0,44
Warren,PLEASANT TWP,General Assembly,65,ERIN WILLMAN,258,181,0,439
Warren,PLEASANT TWP,General Assembly,65,KATHY L RAPP,665,183,2,850
Warren,PLEASANT TWP,General Assembly,65,Write-ins,3,1,0,4
Warren,SHEFFIELD TWP,President,,Kamala D. Harris,185,58,0,243
Warren,SHEFFIELD TWP,President,,Donald J. Trump,584,73,2,659
Warren,SHEFFIELD TWP,President,,Chase Oliver,5,3,0,8
Warren,SHEFFIELD TWP,President,,Jill Stein,2,1,0,3
Warren,SHEFFIELD TWP,President,,Write-ins,5,0,0,5
Warren,SHEFFIELD TWP,U.S. Senate,,ROBERT P CASEY JR,196,58,0,254
Warren,SHEFFIELD TWP,U.S. Senate,,DAVE MCCORMICK,552,71,1,624
Warren,SHEFFIELD TWP,U.S. Senate,,JOHN C THOMAS,17,5,0,22
Warren,SHEFFIELD TWP,U.S. Senate,,LEILA HAZOU,5,0,0,5
Warren,SHEFFIELD TWP,U.S. Senate,,MARTY SELKER,7,1,0,8
Warren,SHEFFIELD TWP,U.S. Senate,,Write-ins,0,0,0,0
Warren,SHEFFIELD TWP,Attorney General,,EUGENE DEPASQUALE,134,51,0,185
Warren,SHEFFIELD TWP,Attorney General,,DAVE SUNDAY,589,76,0,665
Warren,SHEFFIELD TWP,Attorney General,,ROBERT COWBURN,16,5,0,21
Warren,SHEFFIELD TWP,Attorney General,,RICHARD L WEISS,10,0,0,10
Warren,SHEFFIELD TWP,Attorney General,,JUSTIN L MAGILL,9,0,0,9
Warren,SHEFFIELD TWP,Attorney General,,ERIC L SETTLE,2,0,0,2
Warren,SHEFFIELD TWP,Attorney General,,Write-ins,0,0,0,0
Warren,SHEFFIELD TWP,Auditor General,,MALCOLM KENYATTA,164,51,0,215
Warren,SHEFFIELD TWP,Auditor General,,TIM DEFOOR,565,71,1,637
Warren,SHEFFIELD TWP,Auditor General,,REECE SMITH,23,4,0,27
Warren,SHEFFIELD TWP,Auditor General,,ERIC K ANTON,3,0,0,3
Warren,SHEFFIELD TWP,Auditor General,,BOB GOODRICH,11,2,0,13
Warren,SHEFFIELD TWP,Auditor General,,Write-ins,0,0,0,0
Warren,SHEFFIELD TWP,State Treasurer,,ERIN MCCLELLAND,170,55,0,225
Warren,SHEFFIELD TWP,State Treasurer,,STACY GARRITY,585,74,0,659
Warren,SHEFFIELD TWP,State Treasurer,,NICKOLAS CIESIELSKI,13,4,0,17
Warren,SHEFFIELD TWP,State Treasurer,,TROY BOWMAN,12,0,0,12
Warren,SHEFFIELD TWP,State Treasurer,,CHRIS FOSTER,7,0,0,7
Warren,SHEFFIELD TWP,State Treasurer,,Write-ins,0,0,0,0
Warren,SHEFFIELD TWP,U.S. House,15,ZACH WOMER,161,53,0,214
Warren,SHEFFIELD TWP,U.S. House,15,GLENN GT THOMPSON,606,80,0,686
Warren,SHEFFIELD TWP,U.S. House,15,Write-ins,0,0,0,0
Warren,SHEFFIELD TWP,State Senate,21,SCOTT E HUTCHINSON,630,97,0,727
Warren,SHEFFIELD TWP,State Senate,21,Write-ins,8,5,0,13
Warren,SHEFFIELD TWP,General Assembly,65,ERIN WILLMAN,182,54,0,236
Warren,SHEFFIELD TWP,General Assembly,65,KATHY L RAPP,589,80,0,669
Warren,SHEFFIELD TWP,General Assembly,65,Write-ins,2,0,0,2
Warren,SOUTHWEST TWP,President,,Kamala D. Harris,27,5,0,32
Warren,SOUTHWEST TWP,President,,Donald J. Trump,210,18,1,229
Warren,SOUTHWEST TWP,President,,Chase Oliver,0,0,0,0
Warren,SOUTHWEST TWP,President,,Jill Stein,0,0,0,0
Warren,SOUTHWEST TWP,President,,Write-ins,0,0,0,0
Warren,SOUTHWEST TWP,U.S. Senate,,ROBERT P CASEY JR,30,5,0,35
Warren,SOUTHWEST TWP,U.S. Senate,,DAVE MCCORMICK,203,17,1,221
Warren,SOUTHWEST TWP,U.S. Senate,,JOHN C THOMAS,5,0,0,5
Warren,SOUTHWEST TWP,U.S. Senate,,LEILA HAZOU,0,0,0,0
Warren,SOUTHWEST TWP,U.S. Senate,,MARTY SELKER,0,0,0,0
Warren,SOUTHWEST TWP,U.S. Senate,,Write-ins,0,0,0,0
Warren,SOUTHWEST TWP,Attorney General,,EUGENE DEPASQUALE,22,6,0,28
Warren,SOUTHWEST TWP,Attorney General,,DAVE SUNDAY,208,16,1,225
Warren,SOUTHWEST TWP,Attorney General,,ROBERT COWBURN,6,0,0,6
Warren,SOUTHWEST TWP,Attorney General,,RICHARD L WEISS,0,0,0,0
Warren,SOUTHWEST TWP,Attorney General,,JUSTIN L MAGILL,0,1,0,1
Warren,SOUTHWEST TWP,Attorney General,,ERIC L SETTLE,0,0,0,0
Warren,SOUTHWEST TWP,Attorney General,,Write-ins,0,0,0,0
Warren,SOUTHWEST TWP,Auditor General,,MALCOLM KENYATTA,27,5,0,32
Warren,SOUTHWEST TWP,Auditor General,,TIM DEFOOR,199,18,1,218
Warren,SOUTHWEST TWP,Auditor General,,REECE SMITH,8,0,0,8
Warren,SOUTHWEST TWP,Auditor General,,ERIC K ANTON,1,0,0,1
Warren,SOUTHWEST TWP,Auditor General,,BOB GOODRICH,1,0,0,1
Warren,SOUTHWEST TWP,Auditor General,,Write-ins,0,0,0,0
Warren,SOUTHWEST TWP,State Treasurer,,ERIN MCCLELLAND,26,5,0,31
Warren,SOUTHWEST TWP,State Treasurer,,STACY GARRITY,204,17,1,222
Warren,SOUTHWEST TWP,State Treasurer,,NICKOLAS CIESIELSKI,4,0,0,4
Warren,SOUTHWEST TWP,State Treasurer,,TROY BOWMAN,1,0,0,1
Warren,SOUTHWEST TWP,State Treasurer,,CHRIS FOSTER,0,0,0,0
Warren,SOUTHWEST TWP,State Treasurer,,Write-ins,0,0,0,0
Warren,SOUTHWEST TWP,U.S. House,15,ZACH WOMER,24,5,0,29
Warren,SOUTHWEST TWP,U.S. House,15,GLENN GT THOMPSON,210,17,1,228
Warren,SOUTHWEST TWP,U.S. House,15,Write-ins,0,0,0,0
Warren,SOUTHWEST TWP,State Senate,21,SCOTT E HUTCHINSON,191,20,1,212
Warren,SOUTHWEST TWP,State Senate,21,Write-ins,1,1,0,2
Warren,SOUTHWEST TWP,General Assembly,65,ERIN WILLMAN,20,5,0,25
Warren,SOUTHWEST TWP,General Assembly,65,KATHY L RAPP,216,17,1,234
Warren,SOUTHWEST TWP,General Assembly,65,Write-ins,0,0,1,1
Warren,SPRING CREEK TWP,President,,Kamala D. Harris,62,18,0,80
Warren,SPRING CREEK TWP,President,,Donald J. Trump,315,34,1,350
Warren,SPRING CREEK TWP,President,,Chase Oliver,4,0,0,4
Warren,SPRING CREEK TWP,President,,Jill Stein,0,0,0,0
Warren,SPRING CREEK TWP,President,,Write-ins,0,0,0,0
Warren,SPRING CREEK TWP,U.S. Senate,,ROBERT P CASEY JR,71,21,0,92
Warren,SPRING CREEK TWP,U.S. Senate,,DAVE MCCORMICK,298,34,1,333
Warren,SPRING CREEK TWP,U.S. Senate,,JOHN C THOMAS,5,0,0,5
Warren,SPRING CREEK TWP,U.S. Senate,,LEILA HAZOU,5,0,0,5
Warren,SPRING CREEK TWP,U.S. Senate,,MARTY SELKER,3,0,0,3
Warren,SPRING CREEK TWP,U.S. Senate,,Write-ins,0,0,0,0
Warren,SPRING CREEK TWP,Attorney General,,EUGENE DEPASQUALE,58,19,0,77
Warren,SPRING CREEK TWP,Attorney General,,DAVE SUNDAY,305,35,1,341
Warren,SPRING CREEK TWP,Attorney General,,ROBERT COWBURN,4,0,0,4
Warren,SPRING CREEK TWP,Attorney General,,RICHARD L WEISS,2,0,0,2
Warren,SPRING CREEK TWP,Attorney General,,JUSTIN L MAGILL,8,1,0,9
Warren,SPRING CREEK TWP,Attorney General,,ERIC L SETTLE,1,0,0,1
Warren,SPRING CREEK TWP,Attorney General,,Write-ins,0,0,0,0
Warren,SPRING CREEK TWP,Auditor General,,MALCOLM KENYATTA,55,17,0,72
Warren,SPRING CREEK TWP,Auditor General,,TIM DEFOOR,304,38,4,346
Warren,SPRING CREEK TWP,Auditor General,,REECE SMITH,6,0,0,6
Warren,SPRING CREEK TWP,Auditor General,,ERIC K ANTON,2,1,0,3
Warren,SPRING CREEK TWP,Auditor General,,BOB GOODRICH,7,0,0,7
Warren,SPRING CREEK TWP,Auditor General,,Write-ins,0,0,0,0
Warren,SPRING CREEK TWP,State Treasurer,,ERIN MCCLELLAND,54,19,0,73
Warren,SPRING CREEK TWP,State Treasurer,,STACY GARRITY,312,34,1,347
Warren,SPRING CREEK TWP,State Treasurer,,NICKOLAS CIESIELSKI,5,0,0,5
Warren,SPRING CREEK TWP,State Treasurer,,TROY BOWMAN,7,1,0,8
Warren,SPRING CREEK TWP,State Treasurer,,CHRIS FOSTER,1,0,0,1
Warren,SPRING CREEK TWP,State Treasurer,,Write-ins,0,0,0,0
Warren,SPRING CREEK TWP,U.S. House,15,ZACH WOMER,60,16,0,76
Warren,SPRING CREEK TWP,U.S. House,15,GLENN GT THOMPSON,319,38,1,358
Warren,SPRING CREEK TWP,U.S. House,15,Write-ins,0,0,0,0
Warren,SPRING CREEK TWP,State Senate,21,SCOTT E HUTCHINSON,330,43,1,374
Warren,SPRING CREEK TWP,State Senate,21,Write-ins,2,0,0,2
Warren,SPRING CREEK TWP,General Assembly,65,ERIN WILLMAN,54,19,0,73
Warren,SPRING CREEK TWP,General Assembly,65,KATHY L RAPP,328,34,1,363
Warren,SPRING CREEK TWP,General Assembly,65,Write-ins,0,0,0,0
Warren,SUGAR GROVE TWP,President,,Kamala D. Harris,124,56,0,180
Warren,SUGAR GROVE TWP,President,,Donald J. Trump,571,84,1,656
Warren,SUGAR GROVE TWP,President,,Chase Oliver,1,1,0,2
Warren,SUGAR GROVE TWP,President,,Jill Stein,0,1,0,1
Warren,SUGAR GROVE TWP,President,,Write-ins,0,1,0,1
Warren,SUGAR GROVE TWP,U.S. Senate,,ROBERT P CASEY JR,126,53,0,179
Warren,SUGAR GROVE TWP,U.S. Senate,,DAVE MCCORMICK,547,85,0,632
Warren,SUGAR GROVE TWP,U.S. Senate,,JOHN C THOMAS,8,3,0,11
Warren,SUGAR GROVE TWP,U.S. Senate,,LEILA HAZOU,3,2,0,5
Warren,SUGAR GROVE TWP,U.S. Senate,,MARTY SELKER,4,0,0,4
Warren,SUGAR GROVE TWP,U.S. Senate,,Write-ins,1,0,0,1
Warren,SUGAR GROVE TWP,Attorney General,,EUGENE DEPASQUALE,103,47,0,150
Warren,SUGAR GROVE TWP,Attorney General,,DAVE SUNDAY,566,91,0,657
Warren,SUGAR GROVE TWP,Attorney General,,ROBERT COWBURN,8,1,0,9
Warren,SUGAR GROVE TWP,Attorney General,,RICHARD L WEISS,4,2,0,6
Warren,SUGAR GROVE TWP,Attorney General,,JUSTIN L MAGILL,3,0,0,3
Warren,SUGAR GROVE TWP,Attorney General,,ERIC L SETTLE,0,0,0,0
Warren,SUGAR GROVE TWP,Attorney General,,Write-ins,0,0,0,0
Warren,SUGAR GROVE TWP,Auditor General,,MALCOLM KENYATTA,111,48,0,159
Warren,SUGAR GROVE TWP,Auditor General,,TIM DEFOOR,543,87,0,630
Warren,SUGAR GROVE TWP,Auditor General,,REECE SMITH,10,1,0,11
Warren,SUGAR GROVE TWP,Auditor General,,ERIC K ANTON,3,0,0,3
Warren,SUGAR GROVE TWP,Auditor General,,BOB GOODRICH,13,2,0,15
Warren,SUGAR GROVE TWP,Auditor General,,Write-ins,0,0,0,0
Warren,SUGAR GROVE TWP,State Treasurer,,ERIN MCCLELLAND,111,51,0,162
Warren,SUGAR GROVE TWP,State Treasurer,,STACY GARRITY,553,87,0,640
Warren,SUGAR GROVE TWP,State Treasurer,,NICKOLAS CIESIELSKI,11,1,0,12
Warren,SUGAR GROVE TWP,State Treasurer,,TROY BOWMAN,7,1,0,8
Warren,SUGAR GROVE TWP,State Treasurer,,CHRIS FOSTER,2,0,0,2
Warren,SUGAR GROVE TWP,State Treasurer,,Write-ins,0,0,0,0
Warren,SUGAR GROVE TWP,U.S. House,15,ZACH WOMER,110,48,0,158
Warren,SUGAR GROVE TWP,U.S. House,15,GLENN GT THOMPSON,571,92,0,663
Warren,SUGAR GROVE TWP,U.S. House,15,Write-ins,0,0,0,0
Warren,SUGAR GROVE TWP,State Senate,21,SCOTT E HUTCHINSON,571,104,0,675
Warren,SUGAR GROVE TWP,State Senate,21,Write-ins,6,5,0,11
Warren,SUGAR GROVE TWP,General Assembly,65,ERIN WILLMAN,107,44,0,151
Warren,SUGAR GROVE TWP,General Assembly,65,KATHY L RAPP,583,94,0,677
Warren,SUGAR GROVE TWP,General Assembly,65,Write-ins,0,0,0,0
Warren,TRIUMPH TWP,President,,Kamala D. Harris,26,10,0,36
Warren,TRIUMPH TWP,President,,Donald J. Trump,96,20,2,118
Warren,TRIUMPH TWP,President,,Chase Oliver,0,0,0,0
Warren,TRIUMPH TWP,President,,Jill Stein,0,0,0,0
Warren,TRIUMPH TWP,President,,Write-ins,1,0,0,1
Warren,TRIUMPH TWP,U.S. Senate,,ROBERT P CASEY JR,33,11,0,44
Warren,TRIUMPH TWP,U.S. Senate,,DAVE MCCORMICK,88,18,2,108
Warren,TRIUMPH TWP,U.S. Senate,,JOHN C THOMAS,2,1,0,3
Warren,TRIUMPH TWP,U.S. Senate,,LEILA HAZOU,0,0,0,0
Warren,TRIUMPH TWP,U.S. Senate,,MARTY SELKER,0,0,0,0
Warren,TRIUMPH TWP,U.S. Senate,,Write-ins,0,0,0,0
Warren,TRIUMPH TWP,Attorney General,,EUGENE DEPASQUALE,24,8,0,32
Warren,TRIUMPH TWP,Attorney General,,DAVE SUNDAY,93,18,2,113
Warren,TRIUMPH TWP,Attorney General,,ROBERT COWBURN,4,0,0,4
Warren,TRIUMPH TWP,Attorney General,,RICHARD L WEISS,0,1,0,1
Warren,TRIUMPH TWP,Attorney General,,JUSTIN L MAGILL,0,1,0,1
Warren,TRIUMPH TWP,Attorney General,,ERIC L SETTLE,0,0,0,0
Warren,TRIUMPH TWP,Attorney General,,Write-ins,0,0,0,0
Warren,TRIUMPH TWP,Auditor General,,MALCOLM KENYATTA,24,8,0,32
Warren,TRIUMPH TWP,Auditor General,,TIM DEFOOR,90,18,2,110
Warren,TRIUMPH TWP,Auditor General,,REECE SMITH,4,0,0,4
Warren,TRIUMPH TWP,Auditor General,,ERIC K ANTON,1,0,0,1
Warren,TRIUMPH TWP,Auditor General,,BOB GOODRICH,1,1,0,2
Warren,TRIUMPH TWP,Auditor General,,Write-ins,0,0,0,0
Warren,TRIUMPH TWP,State Treasurer,,ERIN MCCLELLAND,24,9,0,33
Warren,TRIUMPH TWP,State Treasurer,,STACY GARRITY,90,18,2,110
Warren,TRIUMPH TWP,State Treasurer,,NICKOLAS CIESIELSKI,3,0,0,3
Warren,TRIUMPH TWP,State Treasurer,,TROY BOWMAN,2,0,0,2
Warren,TRIUMPH TWP,State Treasurer,,CHRIS FOSTER,1,0,0,1
Warren,TRIUMPH TWP,State Treasurer,,Write-ins,0,0,0,0
Warren,TRIUMPH TWP,U.S. House,15,ZACH WOMER,22,9,0,31
Warren,TRIUMPH TWP,U.S. House,15,GLENN GT THOMPSON,98,18,1,117
Warren,TRIUMPH TWP,U.S. House,15,Write-ins,0,0,0,0
Warren,TRIUMPH TWP,State Senate,21,SCOTT E HUTCHINSON,88,19,2,109
Warren,TRIUMPH TWP,State Senate,21,Write-ins,3,3,0,6
Warren,TRIUMPH TWP,General Assembly,65,ERIN WILLMAN,24,6,0,30
Warren,TRIUMPH TWP,General Assembly,65,KATHY L RAPP,98,22,2,122
Warren,TRIUMPH TWP,General Assembly,65,Write-ins,0,0,0,0
Warren,WATSON TWP,President,,Kamala D. Harris,42,19,1,62
Warren,WATSON TWP,President,,Donald J. Trump,94,16,1,111
Warren,WATSON TWP,President,,Chase Oliver,0,0,0,0
Warren,WATSON TWP,President,,Jill Stein,0,0,0,0
Warren,WATSON TWP,President,,Write-ins,0,0,0,0
Warren,WATSON TWP,U.S. Senate,,ROBERT P CASEY JR,42,19,1,62
Warren,WATSON TWP,U.S. Senate,,DAVE MCCORMICK,85,16,5,106
Warren,WATSON TWP,U.S. Senate,,JOHN C THOMAS,3,0,0,3
Warren,WATSON TWP,U.S. Senate,,LEILA HAZOU,0,0,0,0
Warren,WATSON TWP,U.S. Senate,,MARTY SELKER,0,0,0,0
Warren,WATSON TWP,U.S. Senate,,Write-ins,0,0,0,0
Warren,WATSON TWP,Attorney General,,EUGENE DEPASQUALE,35,16,1,52
Warren,WATSON TWP,Attorney General,,DAVE SUNDAY,91,17,5,113
Warren,WATSON TWP,Attorney General,,ROBERT COWBURN,2,0,0,2
Warren,WATSON TWP,Attorney General,,RICHARD L WEISS,1,0,0,1
Warren,WATSON TWP,Attorney General,,JUSTIN L MAGILL,1,0,0,1
Warren,WATSON TWP,Attorney General,,ERIC L SETTLE,0,0,0,0
Warren,WATSON TWP,Attorney General,,Write-ins,0,0,0,0
Warren,WATSON TWP,Auditor General,,MALCOLM KENYATTA,38,16,1,55
Warren,WATSON TWP,Auditor General,,TIM DEFOOR,82,18,1,101
Warren,WATSON TWP,Auditor General,,REECE SMITH,1,0,0,1
Warren,WATSON TWP,Auditor General,,ERIC K ANTON,1,0,0,1
Warren,WATSON TWP,Auditor General,,BOB GOODRICH,5,0,0,5
Warren,WATSON TWP,Auditor General,,Write-ins,0,0,0,0
Warren,WATSON TWP,State Treasurer,,ERIN MCCLELLAND,40,17,1,58
Warren,WATSON TWP,State Treasurer,,STACY GARRITY,83,14,5,102
Warren,WATSON TWP,State Treasurer,,NICKOLAS CIESIELSKI,4,0,0,4
Warren,WATSON TWP,State Treasurer,,TROY BOWMAN,1,0,0,1
Warren,WATSON TWP,State Treasurer,,CHRIS FOSTER,2,0,0,2
Warren,WATSON TWP,State Treasurer,,Write-ins,0,0,0,0
Warren,WATSON TWP,U.S. House,15,ZACH WOMER,41,16,1,58
Warren,WATSON TWP,U.S. House,15,GLENN GT THOMPSON,87,16,5,108
Warren,WATSON TWP,U.S. House,15,Write-ins,0,0,0,0
Warren,WATSON TWP,State Senate,21,SCOTT E HUTCHINSON,82,18,5,105
Warren,WATSON TWP,State Senate,21,Write-ins,5,1,0,6
Warren,WATSON TWP,General Assembly,65,ERIN WILLMAN,41,17,1,59
Warren,WATSON TWP,General Assembly,65,KATHY L RAPP,91,15,5,111
Warren,WATSON TWP,General Assembly,65,Write-ins,0,0,0,0
Warren,WARREN CENTRAL,President,,Kamala D. Harris,133,84,0,217
Warren,WARREN CENTRAL,President,,Donald J. Trump,239,50,1,290
Warren,WARREN CENTRAL,President,,Chase Oliver,6,0,0,6
Warren,WARREN CENTRAL,President,,Jill Stein,1,0,0,1
Warren,WARREN CENTRAL,President,,Write-ins,3,1,0,4
Warren,WARREN CENTRAL,U.S. Senate,,ROBERT P CASEY JR,128,83,1,212
Warren,WARREN CENTRAL,U.S. Senate,,DAVE MCCORMICK,238,47,0,285
Warren,WARREN CENTRAL,U.S. Senate,,JOHN C THOMAS,10,3,0,13
Warren,WARREN CENTRAL,U.S. Senate,,LEILA HAZOU,1,1,0,2
Warren,WARREN CENTRAL,U.S. Senate,,MARTY SELKER,5,0,0,5
Warren,WARREN CENTRAL,U.S. Senate,,Write-ins,0,1,0,1
Warren,WARREN CENTRAL,Attorney General,,EUGENE DEPASQUALE,117,78,1,196
Warren,WARREN CENTRAL,Attorney General,,DAVE SUNDAY,236,55,0,291
